pa
268.36053466796875
267.5523620605469
270.34723510742185
269.0627807617187
267.925
264.4602294921875
261.3870422363281
264.032568359375
267.5198181152344
266.71486206054686
272.0996887207031
269.3870056152344
274.4549072265625
277.02626953125
269.9881591796875
266.4010986328125
259.67185668945314
262.1625915527344
261.5887878417969
264.5392639160156
264.0085693359375
259.71034545898436
253.0391052246094
251.41150512695313
250.63448181152344
244.51508178710938
239.05687866210937
234.05084838867188
245.39700927734376
245.53759765625
247.47992248535155
251.017626953125
250.58362731933593
244.84009399414063
250.25483093261718
253.31436157226562
257.2760894775391
258.0082763671875
257.5602996826172
257.24342651367186
258.0888732910156
259.0527587890625
259.3785430908203
261.49452514648436
263.9410125732422
262.08721618652345
261.2685607910156
263.0037078857422
264.6071533203125
262.480810546875
262.2242065429688
265.953369140625
266.21973876953126
267.5526550292969
270.7200439453125
271.94757690429685
271.23154296875
268.9385009765625
267.21339721679686
268.7278198242187
272.1504760742188
273.0246337890625
272.7422302246094
274.2210205078125
275.975341796875
277.000341796875
275.7259521484375
276.4966979980469
276.80267944335935
276.7227844238281
276.732177734375
276.090966796875
277.3376220703125
276.68357543945314
276.1100830078125
276.2374267578125
272.8048522949219
270.5990234375
274.32171020507815
277.93262939453126
279.68525390625
279.21424560546876
279.152099609375
278.03895874023436
280.9266662597656
279.2221984863281
280.05076293945314
277.59315185546876
274.8474548339844
279.30327758789065
278.66071166992185
278.1334594726562
280.86451416015626
282.48065795898435
283.40830078125
284.91016845703126
283.8775268554688
285.7331787109375
286.5994140625
285.29181518554685
284.9857604980469
285.6577941894531
287.3478576660156
287.4236267089844
287.92254638671875
286.83038330078125
287.56243896484375
286.7652648925781
290.2895812988281
289.72035522460936
289.7145141601562
290.60535888671876
291.33238525390624
292.97515258789065
289.36566162109375
288.2829650878906
291.48460693359374
291.4318054199219
285.10968627929685
283.7829284667969
284.9506103515625
283.6516479492187
280.02753295898435
278.1618713378906
284.0787414550781
285.6843505859375
285.6589294433594
281.9506042480469
284.8408142089844
284.8138732910156
281.3947021484375
279.24122314453126
280.07611083984375
277.03651123046876
275.9412902832031
275.35365600585936
272.4883605957031
277.5200988769531
282.26035766601564
284.3825439453125
286.4968200683594
287.60267944335936
288.2570556640625
286.9654296875
288.0518371582031
287.9893493652344
287.830078125
290.5739501953125
288.9205810546875
292.67738647460936
291.11253051757814
291.8472900390625
289.91314697265625
287.5293701171875
289.4954467773438
290.8996887207031
293.03920288085936
293.34348754882814
296.3980651855469
297.97606201171874
294.33857421875
295.69598388671875
296.20905151367185
296.2533325195312
297.65687255859376
298.99481811523435
298.2611450195312
295.8207763671875
296.50079956054685
293.8121643066406
295.0671630859375
297.7294921875
298.2902038574219
298.19884033203124
299.245654296875
299.9981750488281
298.94505004882814
295.0924377441406
291.6372802734375
287.44329223632815
284.1332092285156
283.2456787109375
288.2577270507812
290.68004150390624
292.92950439453125
288.38958740234375
290.04713134765626
282.64356689453126
282.2929992675781
287.80682373046875
292.1022094726562
291.1651672363281
292.08970336914064
291.7165954589844
285.516357421875
283.55536499023435
287.0359375
288.2972839355469
291.2404541015625
292.7341247558594
290.7977661132812
291.8888000488281
295.587353515625
296.06214599609376
298.47551879882815
297.1266723632813
298.4490905761719
299.5523315429688
299.1883605957031
299.11378173828126
298.53419799804686
298.545263671875
