Date,marketPerf,portfolioPerf
2019-04-30,1.0724393970173653,1.0965120209705395
2019-05-01,1.0643784420073055,1.0921512194328218
2019-05-02,1.0620804960108174,1.0921512194328218
2019-05-03,1.0724759076881099,1.0921512194328218
2019-05-06,1.0680624577358353,1.1056308662868568
2019-05-07,1.050226104573015,1.0971714421116505
2019-05-08,1.048767124812505,1.0971714421116505
2019-05-09,1.045593813222315,1.108294890439424
2019-05-10,1.0508462294105676,1.1205442385476976
2019-05-13,1.0244382170993476,1.114354590542549
2019-05-14,1.033702911113768,1.114354590542549
2019-05-15,1.0397577828672544,1.114354590542549
2019-05-16,1.0493872496500576,1.114354590542549
2019-05-17,1.042602832359806,1.117090186281013
2019-05-20,1.0357091056833625,1.1166576594982167
2019-05-21,1.0450467097262512,1.1166576594982167
2019-05-22,1.0418368874653168,1.1166576594982167
2019-05-23,1.0291071304338124,1.1126352745215593
2019-05-24,1.0314414757880244,1.1126352745215593
2019-05-28,1.0218485196759657,1.1126352745215593
2019-05-29,1.0149911923572459,1.1100821109035028
2019-05-30,1.0177633318213293,1.1100821109035028
2019-05-31,1.0040486771838897,1.107381538149173
2019-06-03,1.0014954904312523,1.1044050696909828
2019-06-04,1.0232345894080073,1.1044050696909828
2019-06-05,1.0320979999833007,1.1044050696909828
2019-06-06,1.0388093959320632,1.1044050696909828
2019-06-07,1.0492048076093556,1.1044050696909828
2019-06-10,1.0540195410007571,1.1044050696909828
2019-06-11,1.0537641889315872,1.1044050696909828
2019-06-12,1.0519040370449706,1.1049144781287623
2019-06-13,1.0562444656557564,1.1049144781287623
2019-06-14,1.0550773486351606,1.1049144781287623
2019-06-17,1.0554785207612671,1.1049144781287623
2019-06-18,1.0665304566338358,1.1049144781287623
2019-06-19,1.0689378233295366,1.1049144781287623
2019-06-20,1.0791507929661273,1.1049144781287623
2019-06-21,1.0723664869888963,1.1049144781287623
2019-06-24,1.0710534385983435,1.1049144781287623
2019-06-25,1.0605486062218383,1.1007981071467186
2019-06-26,1.059490798587435,1.1007981071467186
2019-06-27,1.063247724344433,1.1007981071467186
2019-06-28,1.068718981931111,1.1007981071467186
2019-07-01,1.0784213587423825,1.1007981071467186
2019-07-02,1.0812298975641899,1.1007981071467186
2019-07-03,1.089874466741058,1.1007981071467186
2019-07-05,1.0886343283789734,1.1084559322177263
2019-07-08,1.0826524779669762,1.1077468337820244
2019-07-09,1.0840020370282732,1.1077468337820244
2019-07-10,1.0891814318750368,1.1077468337820244
2019-07-11,1.0917347299406948,1.1077468337820244
2019-07-12,1.0966223733605647,1.1077468337820244
2019-07-15,1.0969871461289473,1.1077468337820244
2019-07-16,1.0934490617703747,1.1077468337820244
2019-07-17,1.0860081202848468,1.1058112562761802
2019-07-18,1.0899838874402703,1.1058112562761802
2019-07-19,1.0839291269998046,1.1058112562761802
2019-07-22,1.0865917344516547,1.1058112562761802
2019-07-23,1.094360938034821,1.1058112562761802
2019-07-24,1.0995039335238608,1.1058112562761802
2019-07-25,1.0942515173356082,1.1058112562761802
2019-07-26,1.1015830381219234,1.1058112562761802
2019-07-29,1.099576843552329,1.1058112562761802
2019-07-30,1.0968777254297344,1.1087978336057525
2019-07-31,1.0848774026219747,1.1031784318703886
2019-08-01,1.075430377879873,1.1022347007574704
2019-08-02,1.0673329121990687,1.105948843204263
2019-08-05,1.0352349122157658,1.0920081186670132
2019-08-06,1.0497519111054183,1.0920081186670132
2019-08-07,1.050372035942971,1.1102219836034322
2019-08-08,1.070980417256854,1.1102219836034322
2019-08-09,1.0636854071412833,1.1138120380138872
2019-08-12,1.0507368087113536,1.1065521154775309
2019-08-13,1.0670775601298987,1.125049763196113
2019-08-14,1.0355266636426594,1.1087638864990745
2019-08-15,1.0382622924359985,1.1166347672168102
2019-08-16,1.0535818582039052,1.1166347672168102
2019-08-19,1.066275104564665,1.1166347672168102
2019-08-20,1.0581047288553924,1.1102052566396992
2019-08-21,1.0667128986745367,1.1102052566396992
2019-08-22,1.066384525263878,1.111232572817567
2019-08-23,1.0389918379727638,1.0880468532225531
2019-08-26,1.0504814566421834,1.0880468532225531
2019-08-27,1.0463597581168027,1.0880468532225531
2019-08-28,1.0537277895738622,1.0985037229128627
2019-08-29,1.0671869808291112,1.0985037229128627
2019-08-30,1.0667128986745364,1.0985037229128627
2019-09-03,1.0604755848803487,1.099146345533682
2019-09-04,1.0725124183588528,1.099146345533682
2019-09-05,1.0862999830247606,1.099146345533682
2019-09-06,1.087138837947718,1.099146345533682
2019-09-09,1.0876860527568024,1.099146345533682
2019-09-10,1.0874307006876325,1.1019926066160612
2019-09-11,1.0951633936000542,1.1019926066160612
2019-09-12,1.0989568300277965,1.1019926066160612
2019-09-13,1.0982272844910312,1.1019926066160612
2019-09-16,1.0948351315024158,1.1019926066160612
2019-09-17,1.0976072709664992,1.1019926066160612
2019-09-18,1.0982637951617757,1.1114638885703003
